,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F)
1578,2013-12-08,7.7,57,-5.2,30.1,4.4,6.8,274,0.09,16.33,0.00,18.8,-7.7,81,33,30.253,29.869,21.9,33.4,18.8
1579,2013-12-09,6.5,47,-10.8,30.4,15.5,22.2,247,0.10,16.34,0.01,17.2,-7.7,75,26,30.498,30.253,36.8,47.2,17.2
1580,2013-12-10,21.8,44,3.4,30.2,21.6,30.5,250,0.10,16.34,0.00,25.6,13.5,54,38,30.373,30.065,38.0,54.1,25.6
1581,2013-12-11,28.4,32,1.1,30.3,12.5,17.9,237,0.10,16.34,0.00,35.9,10.5,73,17,30.453,30.254,25.3,40.3,35.9
1582,2013-12-12,41.3,17,-0.1,30.1,13.3,18.6,246,0.10,16.34,0.00,49.9,34.1,23,12,30.270,29.789,24.2,36.8,49.9
1583,2013-12-13,34.9,30,5.4,29.8,10.2,14.9,252,0.10,16.34,0.00,41.5,25.7,45,15,30.093,29.709,18.4,28.8,41.5
1584,2013-12-14,29.0,38,5.8,30.2,11.8,17.1,248,0.10,16.34,0.00,36.9,17.5,56,25,30.301,30.076,28.8,42.6,36.9
1585,2013-12-15,36.2,36,11.5,30.1,18.3,25.6,238,0.10,16.34,0.00,43.6,28.8,50,24,30.231,30.043,28.8,42.6,43.6
1586,2013-12-16,40.5,29,10.5,30.1,16.6,25.6,258,0.10,16.34,0.00,47.4,36.2,38,20,30.189,30.018,28.8,44.9,47.4
1587,2013-12-17,44.3,23,8.2,30.1,11.2,16.1,238,0.10,16.34,0.00,51.4,38.8,28,17,30.245,29.937,27.6,36.8,51.4
1588,2013-12-18,46.1,20,7.0,29.7,12.3,17.1,237,0.10,16.34,0.00,53.2,41.8,28,15,29.948,29.557,24.2,33.4,53.2
1589,2013-12-19,37.7,46,15.8,29.5,8.6,12.5,234,0.10,16.34,0.00,48.8,15.2,86,21,29.740,29.327,28.8,39.1,48.8
1590,2013-12-20,24.2,59,10.0,29.8,5.4,8.1,246,0.10,16.34,0.00,37.7,11.2,88,30,29.903,29.563,18.4,27.6,37.7
1591,2013-12-21,22.3,61,9.1,29.7,6.3,9.4,259,0.10,16.34,0.00,27.5,1.6,85,29,29.967,29.503,18.4,27.6,27.5
1592,2013-12-22,19.6,58,6.3,30.1,5.7,9.2,276,0.10,16.34,0.00,27.6,6.3,83,34,30.287,29.967,19.6,28.8,27.6
1593,2013-12-23,26.3,57,12.0,30.3,12.5,18.0,229,0.10,16.34,0.00,35.7,11.2,83,34,30.379,30.044,32.2,44.9,35.7
1594,2013-12-24,29.1,51,12.9,30.1,11.8,17.1,250,0.10,16.34,0.00,37.3,18.4,85,34,30.366,29.979,29.9,44.9,37.3
1595,2013-12-25,29.3,30,1.3,30.4,10.0,14.5,246,0.10,16.34,0.00,37.6,20.6,45,22,30.493,30.268,20.7,27.6,37.6
1596,2013-12-26,36.0,27,4.6,30.2,10.0,14.4,250,0.10,16.34,0.00,43.2,27.3,45,18,30.347,30.169,25.3,33.4,43.2
1597,2013-12-27,37.8,42,15.1,30.2,4.2,6.2,251,0.10,16.34,0.00,52.5,23.2,72,24,30.371,30.036,15.0,25.3,52.5
1598,2013-12-28,33.9,52,15.7,30.0,7.2,10.2,228,0.10,16.34,0.00,44.6,17.8,85,24,30.167,29.755,17.3,20.7,44.6
1599,2013-12-29,21.4,59,6.9,30.2,6.1,9.3,241,0.17,16.41,0.01,31.6,8.6,85,25,30.427,29.989,24.2,38.0,31.6
1600,2013-12-30,30.3,39,8.4,30.1,10.8,15.9,241,0.17,16.41,0.00,35.9,24.8,52,28,30.232,29.957,27.6,35.7,35.9
1601,2013-12-31,35.6,45,16.1,30.0,13.3,19.7,244,0.17,16.41,0.00,40.7,31.5,58,34,30.088,29.868,35.7,46.0,40.7
1603,2014-01-01,26.9,57,13.4,30.1,5.6,8.7,268,0.00,0.00,0.00,34.6,15.9,88,33,30.383,29.843,18.4,29.9,34.6
1604,2014-01-02,35.2,30,6.3,30.2,12.5,17.8,237,0.00,0.00,0.00,44.6,18.0,70,19,30.338,29.886,24.2,34.5,44.6
1605,2014-01-03,39.4,30,10.3,29.7,16.3,23.0,243,0.00,0.00,0.00,45.8,31.9,64,20,29.902,29.474,33.4,43.7,45.8
1606,2014-01-04,12.0,80,7.1,30.0,2.5,4.2,81,0.00,0.00,0.00,31.9,-5.4,87,64,30.427,29.556,13.8,21.9,31.9
1607,2014-01-05,3.3,71,-4.1,30.5,3.3,5.5,346,0.01,0.01,0.01,13.4,-5.2,78,56,30.723,30.340,16.1,26.5,13.4
1608,2014-01-06,22.0,40,0.9,30.3,13.1,18.8,238,0.03,0.03,0.01,55.4,5.6,90,30,30.558,29.914,29.9,39.1,55.4
1609,2014-01-07,32.1,35,6.1,30.0,6.9,10.3,253,0.03,0.03,0.00,41.7,25.6,67,20,30.173,29.869,21.9,31.1,41.7
1610,2014-01-08,27.5,54,12.2,30.0,6.0,8.7,259,0.03,0.03,0.00,36.3,13.6,78,35,30.172,29.889,18.4,24.2,36.3
1611,2014-01-09,29.9,47,11.7,29.8,12.6,18.6,252,0.03,0.03,0.00,34.1,22.2,84,36,29.912,29.692,26.5,34.5,34.1
1612,2014-01-10,24.2,47,6.6,29.8,13.8,21.2,260,0.03,0.03,0.00,30.9,18.4,64,36,29.869,29.694,32.2,49.5,30.9
1613,2014-01-11,38.1,42,17.0,29.8,15.2,22.4,244,0.03,0.03,0.00,45.4,30.7,52,35,29.940,29.507,29.9,43.7,45.4
1614,2014-01-12,28.0,50,11.0,29.7,9.4,14.8,263,0.03,0.03,0.00,39.9,21.1,87,35,30.013,29.460,26.5,40.3,39.9
1615,2014-01-13,26.0,44,6.9,30.0,21.3,33.5,265,0.03,0.03,0.00,32.4,21.1,50,37,30.015,29.911,33.4,52.9,32.4
1616,2014-01-14,31.7,39,9.3,30.3,8.3,13.3,274,0.03,0.03,0.00,35.5,28.4,48,28,30.388,29.924,27.6,39.1,35.5
1617,2014-01-15,35.4,36,10.8,30.1,18.4,25.3,220,0.03,0.03,0.00,41.6,30.3,49,22,30.223,29.953,31.1,44.9,41.6
1618,2014-01-16,34.6,25,2.0,30.1,8.8,14.9,280,0.03,0.03,0.00,40.6,28.8,42,18,30.229,29.997,20.7,34.5,40.6
1619,2014-01-17,34.7,32,7.3,30.1,12.9,18.1,239,0.03,0.03,0.00,43.2,28.4,45,24,30.187,29.979,25.3,38.0,43.2
1620,2014-01-18,39.3,23,3.7,30.1,9.5,14.3,261,0.03,0.03,0.00,47.6,31.6,32,13,30.146,29.993,24.2,32.2,47.6
1621,2014-01-19,41.5,25,8.1,30.0,16.2,22.6,244,0.03,0.03,0.00,47.9,37.3,28,20,30.024,29.874,31.1,43.7,47.9
1622,2014-01-20,37.3,22,1.7,30.1,8.6,12.0,239,0.03,0.03,0.00,44.8,32.9,29,12,30.346,29.870,21.9,28.8,44.8
1623,2014-01-21,41.4,9,-13.9,30.1,17.5,24.8,246,0.03,0.03,0.00,49.4,19.9,75,5,30.248,29.916,33.4,49.5,49.4
1624,2014-01-22,18.6,80,13.5,30.1,3.4,5.4,71,0.03,0.03,0.00,19.9,17.3,83,75,30.171,30.088,8.1,11.5,19.9
1625,2014-01-23,16.3,65,5.0,30.6,2.3,3.7,27,0.09,0.09,0.01,30.1,1.5,83,15,30.780,30.171,16.1,25.3,30.1
1626,2014-01-24,37.4,18,-3.2,30.2,14.1,20.4,254,0.09,0.09,0.00,46.9,29.4,28,11,30.450,30.080,28.8,38.0,46.9
1627,2014-01-25,42.9,26,9.8,30.0,11.9,17.9,256,0.09,0.09,0.00,51.1,36.8,34,19,30.114,29.808,23.0,33.4,51.1
1628,2014-01-26,33.3,43,10.6,29.8,10.7,15.4,234,0.09,0.09,0.00,46.8,10.3,80,20,30.115,29.633,28.8,36.8,46.8
1629,2014-01-27,8.4,78,3.0,30.3,1.5,2.6,58,0.09,0.09,0.00,12.4,-2.0,80,74,30.513,30.066,8.1,11.5,12.4
1630,2014-01-28,13.7,45,-6.9,30.4,4.9,8.1,266,0.27,0.27,0.01,29.1,-9.3,76,20,30.600,30.080,19.6,31.1,29.1
1631,2014-01-29,32.3,44,12.1,29.8,19.8,28.2,241,0.27,0.27,0.00,37.5,25.6,74,22,30.080,29.413,39.1,52.9,37.5
1632,2014-01-30,28.8,74,21.5,29.6,5.4,8.0,253,0.27,0.27,0.00,34.9,20.3,89,57,29.772,29.441,15.0,21.9,34.9
1633,2014-01-31,18.8,84,14.8,29.8,1.3,2.1,79,0.38,0.38,0.01,27.5,6.3,87,79,29.961,29.708,6.9,10.4,27.5
1634,2014-02-01,13.1,79,7.9,30.1,2.0,3.2,74,0.04,0.42,0.02,22.3,-0.2,87,71,30.493,29.835,11.5,16.1,22.3
1635,2014-02-02,13.8,56,0.2,30.2,4.2,6.5,269,0.09,0.47,0.01,29.7,-2.6,81,27,30.396,30.029,23.0,29.9,29.7
1636,2014-02-03,20.9,52,5.0,30.0,5.6,8.5,229,0.10,0.48,0.01,28.8,14.3,81,31,30.089,29.853,20.7,26.5,28.8
1637,2014-02-04,5.9,74,-0.7,30.2,3.4,5.2,65,0.10,0.48,0.00,15.2,-12.0,80,65,30.590,29.976,11.5,16.1,15.2
1638,2014-02-05,-9.1,66,-17.5,30.7,2.0,3.0,42,0.13,0.51,0.01,7.2,-22.5,71,60,30.888,30.477,12.7,17.3,7.2
1639,2014-02-06,10.3,64,0.0,30.3,3.9,5.8,243,0.13,0.51,0.00,24.4,-6.5,73,44,30.554,29.854,17.3,24.2,24.4
1640,2014-02-07,26.0,56,12.4,29.8,6.5,9.6,241,0.15,0.53,0.01,32.8,18.0,78,39,29.922,29.738,17.3,26.5,32.8
1641,2014-02-08,31.5,60,18.6,29.8,8.6,12.9,247,0.16,0.54,0.01,37.3,20.3,88,42,29.947,29.757,20.7,31.1,37.3
1642,2014-02-09,29.7,76,22.6,29.9,4.4,6.6,259,0.27,0.65,0.03,40.5,17.0,89,49,30.063,29.737,19.6,26.5,40.5
1643,2014-02-10,28.6,66,17.8,30.0,3.7,5.7,281,0.29,0.67,0.01,40.5,14.0,86,31,30.228,29.877,11.5,19.6,40.5
1644,2014-02-11,28.3,43,7.9,30.1,8.8,13.1,244,0.29,0.67,0.00,35.8,13.6,85,31,30.223,29.933,20.7,34.5,35.8
1645,2014-02-12,32.1,48,14.2,29.9,14.0,20.9,250,0.29,0.67,0.00,38.1,26.9,72,35,30.153,29.759,29.9,42.6,38.1
1646,2014-02-13,39.0,51,21.9,29.8,13.0,20.4,262,0.29,0.67,0.00,44.9,32.8,76,36,29.865,29.659,26.5,42.6,44.9
1647,2014-02-14,37.1,38,12.8,29.8,12.8,20.3,257,0.30,0.68,0.01,43.2,30.0,61,14,29.990,29.705,28.8,42.6,43.2
1648,2014-02-15,45.6,37,20.4,29.7,13.7,21.0,257,0.31,0.69,0.01,49.4,39.5,67,26,29.819,29.633,31.1,43.7,49.4
1649,2014-02-16,40.9,45,18.8,29.7,10.5,15.4,253,0.31,0.69,0.00,49.3,24.5,90,24,29.944,29.566,38.0,42.6,49.3
1650,2014-02-17,34.8,27,2.7,30.0,18.2,26.3,252,0.31,0.69,0.00,44.3,22.4,51,17,30.166,29.702,33.4,50.6,44.3
1651,2014-02-18,39.9,26,6.5,29.8,14.0,20.3,254,0.31,0.69,0.00,46.1,29.0,54,15,29.916,29.658,32.2,44.9,46.1
1652,2014-02-19,36.7,37,10.5,29.6,11.7,16.9,243,0.31,0.69,0.00,46.4,22.2,87,19,29.873,29.384,29.9,38.0,46.4
1653,2014-02-20,19.8,36,-2.9,30.0,12.9,20.2,263,0.31,0.69,0.00,24.4,16.2,50,27,30.102,29.647,33.4,49.5,24.4
1654,2014-02-21,27.5,41,6.4,29.9,12.0,18.5,261,0.31,0.69,0.00,32.4,20.5,61,27,30.005,29.856,26.5,39.1,32.4
1655,2014-02-22,28.2,56,13.9,29.9,4.5,7.1,248,0.31,0.69,0.00,34.0,19.5,81,31,30.034,29.786,16.1,26.5,34.0
1656,2014-02-23,34.5,44,13.0,29.9,12.1,18.0,253,0.31,0.69,0.00,44.2,19.4,84,24,30.034,29.711,33.4,49.5,44.2
1657,2014-02-24,39.1,24,5.5,29.7,19.9,29.5,253,0.31,0.69,0.00,40.5,37.2,28,19,29.723,29.671,38.0,47.2,40.5
1658,2014-02-25,3.6,76,-2.6,30.3,0.8,1.5,325,0.31,0.69,0.00,40.5,1.4,77,23,30.432,29.707,3.5,4.6,40.5
1659,2014-02-26,29.6,35,0.4,30.1,5.8,9.1,255,0.37,0.75,0.01,46.8,-0.8,82,12,30.480,29.843,18.4,26.5,46.8
1660,2014-02-27,40.4,42,18.4,29.6,6.3,9.2,251,0.37,0.75,0.00,50.4,27.8,60,24,29.843,29.454,17.3,25.3,50.4
1661,2014-02-28,38.6,46,19.2,29.6,13.2,19.8,246,0.37,0.75,0.00,42.6,30.3,67,31,29.646,29.479,26.5,36.8,42.6
1662,2014-03-01,20.8,74,13.7,29.8,5.9,8.4,19,0.06,0.81,0.01,43.2,9.3,87,50,30.229,29.474,25.3,29.9,43.2
1663,2014-03-02,32.6,54,17.0,30.0,4.9,7.3,259,0.08,0.83,0.01,40.6,22.7,82,34,30.271,29.751,20.7,32.2,40.6
1664,2014-03-03,38.1,44,17.1,29.9,6.2,9.7,237,0.08,0.83,0.00,48.1,25.1,75,25,30.163,29.824,20.7,29.9,48.1
1665,2014-03-04,38.1,53,20.9,29.8,7.8,11.3,242,0.08,0.83,0.00,50.5,26.7,91,25,29.988,29.656,19.6,28.8,50.5
1666,2014-03-05,34.0,54,16.0,30.1,6.5,9.9,251,0.17,0.92,0.01,46.4,17.3,91,23,30.278,29.936,20.7,32.2,46.4
1667,2014-03-06,44.5,27,11.6,29.8,9.6,14.0,239,0.17,0.92,0.00,55.7,38.3,39,16,29.945,29.635,26.5,34.5,55.7
1668,2014-03-07,31.3,79,25.0,29.9,3.1,4.9,144,0.30,1.05,0.02,41.3,22.9,91,39,30.294,29.613,13.8,20.7,41.3
1669,2014-03-08,31.4,63,18.5,30.3,1.9,3.3,215,0.39,1.14,0.01,45.4,17.0,90,27,30.450,30.193,18.4,19.6,45.4
1670,2014-03-09,46.8,16,1.6,30.0,13.8,19.8,243,0.39,1.14,0.00,55.9,38.0,28,9,30.221,29.904,29.9,44.9,55.9
1671,2014-03-10,49.4,16,3.9,29.7,11.8,17.5,242,0.39,1.14,0.00,58.7,42.2,25,9,29.922,29.376,26.5,40.3,58.7
1672,2014-03-11,31.1,51,13.6,29.9,9.1,13.3,314,0.39,1.14,0.00,48.6,14.8,77,18,30.455,29.376,27.6,34.5,48.6
1673,2014-03-12,27.4,42,2.2,30.4,2.7,4.5,260,0.39,1.14,0.00,50.5,5.0,77,9,30.616,30.115,16.1,21.9,50.5
1674,2014-03-13,40.8,21,3.0,29.9,11.7,18.0,256,0.39,1.14,0.00,50.1,24.4,47,14,30.115,29.697,28.8,44.9,50.1
1675,2014-03-14,39.8,25,5.5,29.9,6.2,9.4,247,0.39,1.14,0.00,51.9,22.0,48,13,30.062,29.745,19.6,26.5,51.9
1676,2014-03-15,33.3,44,12.8,30.0,5.4,8.5,269,0.39,1.14,0.00,41.1,25.8,79,23,30.356,29.720,18.4,27.6,41.1
1677,2014-03-16,39.1,30,9.3,30.1,12.5,17.3,222,0.39,1.14,0.00,53.5,28.8,43,16,30.306,29.825,29.9,36.8,53.5
1678,2014-03-17,41.5,32,11.5,29.5,11.5,17.0,236,0.39,1.14,0.00,52.0,25.3,79,17,29.825,29.180,25.3,36.8,52.0
1679,2014-03-18,27.1,44,7.6,29.8,9.4,13.9,275,0.39,1.14,0.00,34.3,21.6,69,25,30.150,29.313,27.6,39.1,34.3
1680,2014-03-19,30.9,37,5.0,30.1,8.5,13.1,254,0.39,1.14,0.00,44.2,14.0,76,18,30.187,29.913,27.6,42.6,44.2
1681,2014-03-20,41.3,18,0.1,29.8,17.1,25.4,254,0.39,1.14,0.00,52.0,32.8,27,12,29.927,29.692,28.8,41.4,52.0
1682,2014-03-21,35.2,38,9.7,29.9,6.5,10.2,211,0.39,1.14,0.00,41.8,25.6,73,15,30.151,29.691,18.4,26.5,41.8
1683,2014-03-22,19.4,82,14.8,30.2,3.2,5.3,75,0.39,1.14,0.00,25.6,10.4,85,69,30.535,30.048,9.2,12.7,25.6
1684,2014-03-23,29.2,45,6.7,30.2,8.1,12.0,246,0.44,1.19,0.01,46.7,2.8,87,16,30.541,29.971,27.6,43.7,46.7
1685,2014-03-24,30.6,54,12.9,30.1,6.5,10.3,15,0.44,1.19,0.00,45.8,19.7,83,19,30.306,30.016,18.4,27.6,45.8
1686,2014-03-25,37.6,47,13.5,30.0,5.6,8.4,242,0.44,1.19,0.00,57.6,19.4,87,11,30.309,29.676,23.0,28.8,57.6
1687,2014-03-26,43.0,36,15.9,29.4,10.3,15.0,240,0.44,1.19,0.00,53.0,27.5,81,18,29.676,29.194,24.2,35.7,53.0
1688,2014-03-27,34.9,51,16.1,29.6,7.7,11.9,256,0.44,1.19,0.00,45.7,26.0,90,16,29.868,29.194,20.7,36.8,45.7
1689,2014-03-28,32.0,43,10.9,30.0,9.7,14.9,257,0.46,1.21,0.01,41.1,25.6,84,25,30.168,29.819,20.7,31.1,41.1
1690,2014-03-29,42.3,25,8.9,30.0,12.1,17.3,238,0.46,1.21,0.00,51.1,33.1,35,18,30.151,29.751,26.5,42.6,51.1
1691,2014-03-30,46.2,31,15.0,29.5,10.2,14.7,233,0.47,1.22,0.01,56.6,33.1,86,16,29.751,29.293,26.5,43.7,56.6
1692,2014-03-31,34.8,39,11.1,29.7,13.6,20.2,250,0.47,1.22,0.00,42.9,27.0,69,19,30.004,29.277,34.5,49.5,42.9
1693,2014-04-01,34.1,59,20.2,29.8,4.0,6.3,236,0.00,1.22,0.00,44.1,23.2,87,32,29.979,29.658,18.4,26.5,44.1
1694,2014-04-02,33.7,63,20.6,29.7,5.9,9.1,244,0.00,1.22,0.00,45.9,23.3,86,24,29.750,29.550,23.0,31.1,45.9
1695,2014-04-03,30.5,59,16.7,29.9,5.4,7.9,358,0.05,1.27,0.01,39.9,23.2,89,26,30.151,29.678,20.7,25.3,39.9
1696,2014-04-04,31.9,45,11.3,30.0,4.7,6.9,255,0.05,1.27,0.00,45.9,16.7,78,22,30.167,29.906,19.6,20.7,45.9
1697,2014-04-05,35.7,51,18.2,29.8,4.4,6.6,250,0.05,1.27,0.00,48.0,26.0,87,23,29.930,29.737,17.3,25.3,48.0
1698,2014-04-06,34.2,52,15.4,29.9,5.7,9.0,274,0.05,1.27,0.00,45.7,21.1,88,17,30.112,29.831,18.4,29.9,45.7
1699,2014-04-07,35.4,53,17.7,30.1,5.2,8.5,300,0.08,1.30,0.01,45.8,24.4,87,23,30.192,29.941,18.4,29.9,45.8
1700,2014-04-08,48.1,32,18.0,30.0,8.7,13.4,265,0.08,1.30,0.00,59.5,38.3,51,16,30.141,29.916,16.1,26.5,59.5
1701,2014-04-09,54.0,23,16.4,29.8,11.9,18.0,247,0.08,1.30,0.00,65.5,46.1,36,14,29.916,29.585,23.0,40.3,65.5
1702,2014-04-10,50.4,32,20.4,29.7,8.8,14.1,261,0.08,1.30,0.00,60.5,39.8,60,17,29.865,29.578,24.2,38.0,60.5
1703,2014-04-11,48.5,37,18.4,29.8,5.1,7.8,250,0.08,1.30,0.00,65.8,27.2,76,11,30.041,29.591,17.3,26.5,65.8
1704,2014-04-12,52.7,26,16.5,29.5,6.6,9.7,248,0.11,1.33,0.01,62.6,40.5,76,13,29.639,29.376,20.7,31.1,62.6
1705,2014-04-13,23.9,85,20.1,29.9,4.2,7.1,84,0.17,1.39,0.01,40.3,12.6,91,76,30.417,29.527,13.8,19.6,40.3
1706,2014-04-14,22.6,53,5.9,30.4,4.8,7.5,256,0.35,1.57,0.02,35.3,2.8,81,26,30.610,30.143,18.4,25.3,35.3
1707,2014-04-15,41.1,28,10.0,29.8,12.0,18.1,249,0.37,1.59,0.01,50.8,30.0,38,20,30.143,29.488,26.5,40.3,50.8
1708,2014-04-16,38.0,43,14.4,29.8,7.7,12.3,251,0.37,1.59,0.00,49.6,31.5,84,14,30.042,29.486,20.7,29.9,49.6
1709,2014-04-21,47.3,54,30.6,30.0,1.9,3.8,74,0.37,1.59,0.00,57.0,37.0,73,20,30.045,29.900,8.1,13.8,57.0
1710,2014-04-22,47.4,53,28.1,29.8,3.3,5.2,251,0.37,1.59,0.00,66.6,30.9,85,20,30.023,29.397,19.6,31.1,66.6
1711,2014-04-23,46.9,35,19.8,29.5,10.2,15.2,248,0.37,1.59,0.00,55.7,35.9,68,24,29.780,29.255,26.5,43.7,55.7
1712,2014-04-24,43.4,25,9.0,29.8,11.5,16.9,249,0.37,1.59,0.00,57.8,30.9,32,16,29.935,29.728,24.2,33.4,57.8
1713,2014-04-25,50.2,28,17.1,29.6,4.3,7.0,207,0.37,1.59,0.00,60.6,39.2,50,14,29.746,29.461,17.3,26.5,60.6
1714,2014-04-26,51.8,32,21.0,29.2,5.5,8.8,231,0.37,1.59,0.00,64.6,32.7,60,14,29.501,29.014,20.7,26.5,64.6
1715,2014-04-27,38.6,41,16.8,29.3,14.8,21.8,246,0.37,1.59,0.00,43.0,35.5,50,36,29.536,29.055,29.9,48.3,43.0
1716,2014-04-28,35.3,34,9.0,29.7,11.5,17.8,254,0.37,1.59,0.00,43.2,31.2,48,17,29.988,29.536,31.1,40.3,43.2
1717,2014-04-29,34.6,41,12.5,30.1,5.8,9.6,294,0.37,1.59,0.00,41.6,29.5,75,27,30.241,29.956,20.7,32.2,41.6
1718,2014-04-30,36.1,37,11.4,30.2,6.6,11.0,315,0.37,1.59,0.00,46.5,27.9,54,22,30.307,30.164,25.3,36.8,46.5
1719,2014-05-01,41.9,27,8.1,30.1,4.9,8.4,295,0.00,1.59,0.00,55.9,26.3,47,11,30.271,29.946,19.6,29.9,55.9
1720,2014-05-02,53.5,27,19.3,29.8,5.7,9.5,284,0.00,1.59,0.00,66.2,35.5,44,17,29.953,29.686,16.1,26.5,66.2
1721,2014-05-03,58.7,21,17.1,29.7,7.8,12.0,258,0.00,1.59,0.00,71.5,44.1,42,9,29.798,29.579,25.3,33.4,72.9
1722,2014-05-04,58.3,18,11.8,29.6,6.4,10.2,262,0.00,1.59,0.00,72.8,41.5,38,7,29.692,29.508,23.0,34.5,72.9
1723,2014-05-05,54.4,19,10.6,29.6,4.8,7.0,238,0.00,1.59,0.00,68.3,40.5,38,8,29.734,29.474,19.6,26.5,70.3
1724,2014-05-06,54.9,23,15.7,29.4,4.8,7.8,223,0.00,1.59,0.00,67.1,38.4,59,11,29.514,29.265,21.9,26.5,67.1
1725,2014-05-07,43.2,65,31.0,29.5,3.3,5.4,75,0.25,1.84,0.01,53.6,34.7,88,21,29.633,29.314,15.0,18.4,53.6
1726,2014-05-08,39.0,72,29.7,29.7,3.4,5.7,75,0.28,1.87,0.01,49.2,31.5,92,35,29.864,29.633,16.1,24.2,49.2
1727,2014-05-09,42.5,53,25.7,29.8,6.9,10.4,241,0.29,1.88,0.01,54.5,32.8,87,30,29.842,29.632,25.3,40.3,54.5
1728,2014-05-10,43.3,58,28.8,29.7,6.3,9.3,239,0.35,1.94,0.01,52.8,34.6,88,34,29.782,29.594,20.7,27.6,52.8
1729,2014-05-11,31.2,90,28.5,29.9,0.6,1.0,74,0.78,2.37,0.01,40.6,25.8,93,85,30.151,29.575,10.4,17.3,40.6
1730,2014-05-12,26.8,75,19.6,30.3,3.9,5.7,47,0.99,2.58,0.01,32.2,18.8,89,57,30.558,30.126,18.4,24.2,32.2
1731,2014-05-13,29.1,58,15.1,30.5,1.8,3.3,277,1.06,2.65,0.01,42.1,12.9,83,31,30.618,30.457,11.5,16.1,42.1
1732,2014-05-14,39.0,44,17.7,30.3,5.0,8.1,297,1.06,2.65,0.00,50.9,29.4,72,21,30.457,30.187,21.9,32.2,50.9
1733,2014-05-15,40.0,63,27.6,30.2,2.3,4.0,41,1.06,2.65,0.00,52.8,26.4,86,33,30.290,30.022,17.3,26.5,52.8
1734,2014-05-16,47.2,60,31.6,29.9,4.1,7.1,285,1.23,2.82,0.01,58.3,34.0,90,22,30.025,29.802,15.0,25.3,58.3
1735,2014-05-17,49.0,68,37.0,29.8,3.1,5.3,288,1.28,2.87,0.01,62.5,36.9,94,26,30.030,29.738,17.3,27.6,62.5
1736,2014-05-18,56.1,44,26.7,29.6,4.7,7.1,237,1.28,2.87,0.00,72.7,33.8,92,13,29.828,29.341,21.9,28.8,74.6
1737,2014-05-19,55.8,34,22.6,29.5,6.6,9.9,240,1.28,2.87,0.00,71.5,34.7,68,11,29.653,29.424,24.2,34.5,73.2
1738,2014-05-20,54.2,62,41.0,29.7,2.8,5.5,116,1.28,2.87,0.00,62.8,44.2,81,45,29.784,29.616,11.5,19.6,62.8
1739,2014-05-21,50.0,74,41.8,29.9,1.9,3.6,71,1.34,2.93,0.01,61.5,40.9,89,48,29.998,29.782,12.7,19.6,61.5
1740,2014-05-22,52.2,69,41.2,29.9,1.7,3.4,116,1.34,2.93,0.00,68.6,39.8,89,22,30.029,29.838,10.4,16.1,75.8
1741,2014-05-23,49.9,73,40.7,29.9,2.6,4.7,69,1.45,3.04,0.01,64.0,37.0,92,37,30.030,29.815,11.5,19.6,64.0
1742,2014-05-24,49.8,78,42.5,29.8,3.4,5.5,108,1.76,3.35,0.01,61.6,39.9,94,54,29.895,29.730,13.8,18.4,61.6
1743,2014-05-25,46.6,81,40.7,29.8,2.7,4.5,326,2.04,3.63,0.02,58.7,37.3,93,47,29.984,29.760,18.4,26.5,58.7
1744,2014-05-28,41.9,65,30.6,29.7,0.8,1.6,276,2.04,3.63,0.00,58.6,17.0,72,46,29.921,29.457,3.5,4.6,58.6
1745,2014-05-29,52.3,55,34.2,29.7,3.4,5.2,280,2.06,3.65,0.01,77.0,13.3,80,19,29.911,29.386,19.6,28.8,77.4
1746,2014-05-30,52.7,78,45.7,29.8,1.9,3.1,66,2.33,3.92,0.08,64.2,25.2,92,46,29.985,29.665,13.8,19.6,64.2
1747,2014-05-31,57.4,59,41.0,29.8,4.2,6.5,286,2.33,3.92,0.00,73.2,42.3,93,22,29.985,29.619,16.1,26.5,77.2
1748,2014-06-01,59.4,44,32.6,29.6,5.5,8.8,270,0.00,3.92,0.00,75.1,43.6,87,13,29.769,29.518,24.2,31.1,75.6
1749,2014-06-02,59.2,55,39.5,29.7,3.2,5.4,86,0.00,3.92,0.00,76.0,45.4,86,12,29.810,29.649,13.8,20.7,77.4
1750,2014-06-03,62.2,35,27.5,29.6,7.0,10.5,248,0.00,3.92,0.00,76.8,40.6,76,11,29.704,29.458,28.8,47.2,76.4
1751,2014-06-04,57.8,39,31.9,29.7,2.8,5.1,87,0.00,3.92,0.00,71.9,37.0,62,17,29.800,29.554,12.7,19.6,77.0
1752,2014-06-05,54.6,58,38.7,29.8,2.4,4.1,51,0.00,3.92,0.00,68.1,37.8,85,22,29.833,29.659,20.7,28.8,77.2
1753,2014-06-06,54.3,59,37.5,29.7,3.1,5.1,14,0.02,3.94,0.01,72.1,36.9,92,17,29.836,29.598,19.6,27.6,76.3
1754,2014-06-07,50.9,78,44.0,29.8,2.3,4.3,93,0.02,3.94,0.00,61.0,41.3,92,48,29.907,29.748,11.5,16.1,61.0
